IDATprefix,Sample.ID
12269_03@0067866691,4281452099_R01C02
12269_01@0067866715,4281452099_R01C01
12271_02@0067866607,4281452892_R02C01
12271_03@0067866606,4281452892_R01C02
12271_01@0067866448,4281452892_R01C01
12274_02@0067866605,4281452653_R01C02
12274_03@0067866581,4281452088_R01C01
12274_01@0067866608,4281452653_R02C01
12275_02@0067866557,4281452088_R01C02
12275_03@0067866536,4281452088_R02C02
12275_01@0067866560,4281452088_R02C01
12276_02@0067866609,4281452882_R02C01
12276_03@0067866604,4281452882_R01C02
12276_01@0067866628,4281452882_R01C01
12277_02@0067866580,4281452087_R01C01
12277_03@0067866561,4281452087_R02C01
12277_01@0067866585,4281452882_R02C02
12278_02@0067866537,4281452087_R02C02
12278_03@0067866627,4281452063_R01C01
12278_01@0067866556,4281452087_R01C02
12279_02@0067866603,4281452063_R01C02
12279_03@0067866586,4281452063_R02C02
12279_01@0067866610,4281452063_R02C01
12280_02@0067866562,4281452881_R02C01
12280_03@0067866555,4281452881_R01C02
12280_01@0067866579,4281452881_R01C01
12281_02@0067866626,4281452302_R01C01
12281_03@0067866611,4281452302_R02C01
12281_01@0067866538,4281452881_R02C02
12282_02@0067866587,4281452302_R02C02
12282_03@0067866563,4281452188_R02C01
12282_01@0067866602,4281452302_R01C02
12283_02@0067866539,4281452188_R02C02
12283_03@0067866625,4281452013_R01C01
12283_01@0067866554,4281452188_R01C02
12284_02@0067866601,4281452013_R01C02
12284_03@0067866588,4281452013_R02C02
12284_01@0067866612,4281452013_R02C01
12285_02@0067866564,4281452851_R02C01
12285_03@0067866553,4281452851_R01C02
12285_01@0067866577,4281452851_R01C01
12287_02@0067866589,4281452812_R02C02
12287_03@0067866576,4281452144_R01C01
12287_01@0067866600,4281452812_R01C02
12288_02@0067866552,4281452144_R01C02
12288_03@0067866541,4281452144_R02C02
12288_01@0067866565,4306955384_R02C01
12289_02@0067866614,4281452157_R02C01
12289_03@0067866599,4281452157_R01C02
12289_01@0067866623,4281452157_R01C01
12290_02@0067866575,4281452420_R01C01
12290_03@0067866551,4281452420_R01C02
12290_01@0067866590,4281452157_R02C02
12292_02@0067866591,4281452534_R02C02
12292_03@0067866574,4281452111_R01C01
12292_01@0067866598,4281452534_R01C02
12293_02@0067866550,4281452111_R01C02
12293_03@0067866543,4281452111_R02C02
12293_01@0067866567,4306955384_R01C02
12294_02@0067866616,4281452748_R02C01
12294_03@0067866597,4281452748_R01C02
12294_01@0067866621,4281452748_R01C01
12296_02@0067866544,4281452518_R02C02
12296_03@0067866441,4281452451_R01C01
12296_01@0067866549,4281452518_R01C02
12297_02@0067866596,4281452451_R01C02
12297_03@0067866593,4281452451_R02C02
12297_01@0067866617,4281452451_R02C01
12298_02@0067866569,4281452042_R02C01
12298_03@0067866545,4281452042_R02C02
12298_01@0067866572,4281452042_R01C01
12299_02@0067866618,4281452519_R02C01
12299_03@0067866440,4281452519_R01C02
12299_01@0067866449,4281452519_R01C01
12300_02@0067866445,4281452043_R01C01
12300_03@0067866452,4281452043_R02C01
12300_01@0067866446,4281452519_R02C02
12301_02@0067866415,4281452492_R02C01
12301_03@0067866414,4281452492_R01C02
12301_01@0067866450,4281452492_R01C01
12303_02@0067866343,4281452707_R02C02
12303_03@0067866437,4281452251_R01C01
12303_01@0067866366,4506252069_R01C02
12304_02@0067866413,4281452251_R01C02
12304_03@0067866389,4281452800_R01C01
12304_01@0067866416,4281452251_R02C01
12305_02@0067866365,4281452800_R01C02
12305_03@0067866344,4281452800_R02C02
12305_01@0067866368,4281452800_R02C01
12307_02@0067866388,4494482055_R02C01
12307_03@0067866369,4494482055_R01C02
12307_01@1020495075,4506244130_R01C01
12308_02@0067866345,4281452105_R02C02
12308_03@0067866435,4281452696_R01C01
12308_01@0067866364,4281452105_R01C02
12309_02@0067866411,4281452696_R01C02
12309_03@0067866394,4281452696_R02C02
12309_01@0067866418,4281452696_R02C01
12311_02@0067866434,4281452874_R01C01
12311_03@0067866419,4281452874_R02C01
12311_01@0067866346,4306955190_R01C01
12312_02@0067866395,4281452874_R02C02
12312_03@0067866371,4281452036_R02C01
12312_01@0067866410,4281452874_R01C02
12313_02@0067866347,4281452036_R02C02
12313_03@0067866433,4281452652_R01C01
12313_01@0067866362,4281452036_R01C02
12314_02@0067866409,4281452652_R01C02
12314_03@0067866396,4281452652_R02C02
12314_01@0067866420,4281452652_R02C01
12315_02@0067866372,4281452791_R02C01
12315_03@0067866361,4281452791_R01C02
12315_01@0067866385,4281452791_R01C01
12316_02@0067866432,4281452776_R01C01
12316_03@0067866421,4281452776_R02C01
12316_01@0067866348,4281452791_R02C02
12317_02@0067866397,4281452776_R02C02
12317_03@0067866384,4281452037_R01C01
12317_01@0067866408,4281452776_R01C02
12319_02@0067866422,4281452047_R02C01
12319_03@0067866407,4281452047_R01C02
12319_01@0067866431,4281452047_R01C01
12320_02@0067866383,4281452035_R01C01
12320_03@0067866359,4281452035_R01C02
12320_01@0067866398,4281452047_R02C02
12321_02@0067866430,4432273428_R02C02
12321_03@0067866423,4432273703_R02C02
12321_01@0067866350,4432265572_R02C01
12322_02@0067866399,4281452209_R02C02
12322_03@0067866382,4281452143_R01C01
12322_01@0067866406,4281452209_R01C02
12323_02@0067866358,4281452143_R01C02
12323_03@0067866351,4281452143_R02C02
12323_01@0067866375,4281452143_R02C01
12324_02@0067866424,4281452204_R02C01
12324_03@0067866405,4281452204_R01C02
12324_01@0067866429,4281452204_R01C01
12325_02@0067866381,4281452026_R01C01
12325_03@0067866376,4281452026_R02C01
12325_01@0067866400,4506228112_R02C02
12326_02@0067866352,4281452026_R02C02
12326_03@0067866428,4281452014_R01C01
12326_01@0067866357,4281452026_R01C02
12327_02@0067866404,4281452014_R01C02
12327_03@0067866401,4281452014_R02C02
12327_01@0067866425,4281452014_R02C01
12328_02@0067866377,4281452048_R02C01
12328_03@0067866353,4281452048_R02C02
12328_01@0067866380,4281452048_R01C01
12329_02@0067866426,4281452065_R02C01
12329_03@0067866451,4281452065_R01C02
12329_01@0067866462,4281452065_R01C01
12330_02@0067866439,4281452049_R01C01
12330_03@0067863705,4281452049_R02C01
12330_01@0067866402,4281452065_R02C02
12332_02@0067866774,4506252069_R02C02
12332_03@0067866751,4281452457_R02C01
12332_01@0067866775,4281452373_R02C02
12333_02@0067866727,4494474115_R02C01
12333_03@0067866821,4281452372_R01C01
12333_01@0067866750,4494474115_R01C01
12335_02@0067866752,4281452414_R02C01
12335_03@0067866749,4281452414_R01C02
12335_01@0067866773,4286579285_R02C01
12336_02@0067866801,4281840353_R02C01
12336_03@0067866796,4281840353_R01C02
12336_01@0067866820,4281840353_R01C01
12337_02@0067866772,4281452268_R01C01
12337_03@0067866753,4281452268_R02C01
12337_01@0067866777,4494474115_R02C02
12338_02@0067866729,4281452268_R02C02
12338_03@0067866819,4281452226_R01C01
12338_01@0067866748,4281452268_R01C02
12339_02@0067866795,4281452226_R01C02
12339_03@0067866778,4281452226_R02C02
12339_01@0067866802,4281452226_R02C01
12340_02@0067866754,4494491164_R01C01
12340_03@0067866747,4281452406_R01C02
12340_01@0067866771,4281452406_R01C01
12341_02@0067866803,4494491164_R02C01
12341_03@0067866794,4281452205_R01C02
12341_01@0067866730,4281452406_R02C02
12342_02@0067866770,4286579285_R02C02
12342_03@0067866755,4286579236_R01C01
12342_01@0067866779,4286579285_R01C02
12343_02@0067866731,4286579236_R02C01
12343_03@0067866817,4281452128_R01C01
12343_01@0067866746,4281840354_R01C02
12345_02@0067866756,4494491164_R01C02
12345_03@0067866745,4281452062_R01C02
12345_01@0067866769,4281452062_R01C01
12346_02@0067866816,4281452222_R01C01
12346_03@0067866805,4281452222_R02C01
12346_01@0067866732,4281452062_R02C02
12347_02@0067866781,4281452222_R02C02
12347_03@0067866768,4281452210_R01C01
12347_01@0067866792,4281452222_R01C02
12348_02@0067866744,4281452210_R01C02
12348_03@0067866733,4494482041_R01C01
12348_01@0067866757,4494491164_R02C02
12349_02@0067866791,4281452159_R01C02
12349_03@0067866782,4281452159_R02C02
12349_01@0067866815,4281452159_R01C01
12351_02@0067866734,4286579236_R02C02
12351_03@0067866814,4281452223_R01C01
12351_01@0067866743,4281452158_R01C02
12352_02@0067866790,4281452223_R01C02
12352_03@0067866783,4281452223_R02C02
12352_01@0067866807,4281452223_R02C01
12353_02@0067866759,4281840064_R02C01
12353_03@0067866742,4281840064_R01C02
12353_01@0067866766,4281840064_R01C01
12354_02@0067866813,4281840088_R01C01
12354_03@0067866808,4286579237_R01C01
12354_01@0067866735,4281840064_R02C02
12355_02@0067866784,4281840088_R02C02
12355_03@0067866765,4281840046_R01C01
12355_01@0067866789,4281840088_R01C02
12356_02@0067866741,4281840046_R01C02
12356_03@0067866736,4286579237_R01C02
12356_01@0067866760,4286579237_R02C01
12357_02@0067866809,4281840066_R02C01
12357_03@0067866785,4281840066_R02C02
12357_01@0067866812,4281840066_R01C01
12359_02@0067866457,4281840362_R01C01
12359_03@0067866810,4286579237_R02C02
12359_01@0067866737,4281452500_R02C02
12360_02@0067866786,4281840362_R02C02
12360_03@0067866763,4494482041_R01C02
12360_01@0067866476,4494482041_R02C01
12361_02@1008489239,4306955240_R01C02
12361_03@1008493094,4306955240_R02C02
12361_01@1008493070,4306955240_R02C01
12362_02@1008493118,4306955164_R02C01
12362_03@1008493119,4306955164_R01C02
12362_01@1008493096,4306955164_R01C01
12363_02@1008493047,4306955249_R01C01
12363_03@1008493069,4306955249_R02C01
12363_01@1008493142,4306955164_R02C02
12364_02@1008493093,4306955249_R02C02
12364_03@1008493095,4306955303_R01C01
12364_01@1008493071,4306955249_R01C02
12365_02@1008493120,4306955303_R01C02
12365_03@1008493141,4306955303_R02C02
12365_01@1008493117,4306955303_R02C01
12367_02@1008493097,4306955114_R01C01
12367_03@1008493116,4306955114_R02C01
12367_01@1008493092,4306955420_R02C02
12368_02@1008493140,4306955114_R02C02
12368_03@1008493050,4306955090_R01C01
12368_01@1008493121,4306955114_R01C02
12369_02@1008493091,4306955090_R02C02
12369_03@1008493098,4306955073_R01C01
12369_01@1008493074,4306955090_R01C02
12370_02@1008493122,4306955073_R01C02
12370_03@1008493139,4306955073_R02C02
12370_01@1008493115,4306955073_R02C01
12371_02@1008493066,4306955220_R02C01
12371_03@1008493075,4306955220_R01C02
12371_01@1008493051,4306955220_R01C01
12372_02@1008493099,4306955166_R01C01
12372_03@1008493114,4306955166_R02C01
12372_01@1008493090,4306955220_R02C02
12373_02@1008493138,4306955166_R02C02
12373_03@1008493052,4306955411_R01C01
12373_01@1008493123,4306955166_R01C02
12374_02@1008493076,4506210069_R01C02
12374_03@1008493089,4306955411_R02C02
12374_01@1008493065,4306955411_R02C01
12375_02@1008493113,4494482037_R02C01
12375_03@1008493124,4306955257_R01C02
12375_01@1008493100,4306955257_R01C01
12376_02@1008493053,4306955085_R01C01
12376_03@1008493064,4306955085_R02C01
12376_01@1008493137,4306955257_R02C02
12377_02@1008493101,4306955141_R01C01
12377_03@1008493112,4306955112_R02C01
12377_01@1008493088,4306955085_R02C02
12378_02@1008493136,4306955112_R02C02
12378_03@1008489267,4306955401_R01C01
12378_01@1008493125,4306955112_R01C02
12379_02@1008493078,4306955401_R01C02
12379_03@1008493087,4306955401_R02C02
12379_01@1008493063,4306955401_R02C01
12381_02@1008493135,4494482037_R01C02
12381_03@1008489268,4306955216_R01C01
12381_01@1008493126,4306955258_R01C02
12382_02@1008493079,4306955216_R01C02
12382_03@1008493086,4306955216_R02C02
12382_01@1008493062,4306955216_R02C01
12383_02@1008493110,4306955106_R02C01
12383_03@1008493127,4306955106_R01C02
12383_01@1008493103,4306955106_R01C01
12385_02@1008493104,4306955263_R01C01
12385_03@1008493109,4306955263_R02C01
12385_01@1008493080,4306955217_R01C02
12386_02@1008493133,4306955263_R02C02
12386_03@1008489226,4306955343_R01C01
12386_01@1008493128,4306955263_R01C02
12387_02@1008493081,4306955343_R01C02
12387_03@1008493084,4306955343_R02C02
12387_01@1008493060,4306955343_R02C01
12388_02@1008493108,4506210069_R02C02
12388_03@1008493129,4306955162_R01C02
12388_01@1008493105,4306955162_R01C01
12389_02@1008489229,4306955351_R01C01
12389_03@1008493059,4306955351_R02C01
12389_01@1008493132,4306955162_R02C02
12390_02@1008493083,4306955351_R02C02
12390_03@1008493106,4306955377_R01C01
12390_01@1008493082,4306955351_R01C02
12391_02@1008490478,4439521259_R02C01
12391_03@1008490480,4439521259_R01C02
12391_01@1008489022,4439521259_R01C01
12392_02@1008490526,4439521253_R02C01
12392_03@1008490528,4439521253_R01C02
12392_01@1008489021,4439521253_R01C01
12393_02@1008490455,4439521423_R01C01
12393_03@1008490477,4439521423_R02C01
12393_01@1008489063,4439521253_R02C02
12394_02@1008490501,4439521423_R02C02
12394_03@1008490503,4439521022_R01C01
12394_01@1008490479,4439521423_R01C02
12395_02@1008490527,4439521022_R01C02
12395_03@1008490549,4439521022_R02C02
12395_01@1008490525,4439521022_R02C01
12396_02@1008490476,4506210075_R02C02
12396_03@1008490481,4506244159_R01C01
12396_01@1008490457,4506210075_R01C02
12401_02@1008490459,4439521145_R01C01
12401_03@1008490474,4439521145_R02C01
12401_01@1008490547,4494351135_R01C01
12402_02@1008490498,4439521145_R02C02
12402_03@1008490507,4439521297_R01C01
12402_01@1008490483,4439521145_R01C02
12403_02@1008490531,4439521297_R01C02
12403_03@1008490546,4439521297_R02C02
12403_01@1008490522,4439521297_R02C01
12404_02@1008490473,4439521280_R02C01
12404_03@1008490484,4439521280_R01C02
12404_01@1008490460,4439521280_R01C01
12405_02@1008490508,4439521329_R01C01
12405_03@1008490521,4439521329_R02C01
12405_01@1008490497,4439521280_R02C02
12406_02@1008489020,4439521329_R02C02
12406_03@1008490461,4439521386_R01C01
12406_01@1008490532,4439521329_R01C02
12407_02@1008490485,4439521386_R01C02
12407_03@1008490496,4439521386_R02C02
12407_01@1008490472,4439521386_R02C01
12408_02@1008490533,4439521279_R01C02
12408_03@1008490544,4439521279_R02C02
12408_01@1008490509,4439521279_R01C01
12409_02@1008490471,4433751149_R02C01
12409_03@1008490486,4433751149_R01C02
12409_01@1008489035,4433751149_R01C01
12410_02@1008490510,4439521229_R01C01
12410_03@1008490519,4439521229_R02C01
12410_01@1008490495,4433751149_R02C02
12412_02@1008490487,4439521395_R01C02
12412_03@1008490494,4439521395_R02C02
12412_01@1008490470,4439521395_R02C01
12413_02@1008490518,4434578867_R02C01
12413_03@1008490535,4434578867_R01C02
12413_01@1008490511,4434578867_R01C01
13001_02@1008472892,4432265415_R01C01
13001_03@1008472891,4432273305_R01C01
13001_01@1008468861,4432273725_R01C01
13005_02@1008472951,4432265622_R02C01
13005_03@1008472952,4432265393_R02C01
13005_01@1008472953,4432265164_R02C01
13013_02@1008472930,4432265230_R02C02
13013_03@1008472931,4494482016_R01C02
13013_01@1008472932,4432265417_R02C02
13020_02@1008472978,4432265489_R02C02
13020_03@1008472979,4432273802_R02C02
13020_01@1008472980,4494482016_R02C02
13028_02@1008472507,4267212002_R01C01
13028_03@1008472597,4270198080_R02C02
13028_01@1008472598,4267212003_R02C02
13030_02@1008471891,4432265558_R01C01
13030_03@1008471890,4432265334_R01C01
13030_01@1008471889,4432273591_R01C01
13031_02@1008471919,4432265337_R02C02
13031_03@1008471920,4432265751_R02C02
13031_01@1008471921,4432265406_R02C02
13032_02@1008472914,4432265127_R01C02
13032_03@1008472912,4432273897_R01C02
13032_01@1008471980,4432265244_R01C02
13033_02@1008472909,4432265127_R02C01
13033_03@1008472910,4432273897_R02C01
13033_01@1008471981,4432265244_R02C01
13035_02@1008471820,4439521245_R01C01
13035_03@1008471821,4439521245_R02C01
13035_01@1008471822,4439521254_R02C02
13036_02@1008471819,4439521116_R01C02
13036_03@1008471818,4439521112_R01C01
13036_01@1008471817,4434578855_R01C01
13037_02@1008471796,4439521245_R02C02
13037_03@1008471797,4434578834_R01C01
13037_01@1008471798,4439521245_R01C02
13038_02@1008471772,4409938712_R02C01
13038_03@1008471773,4409938712_R01C02
13038_01@1008471774,4409938712_R01C01
13039_02@1008471771,4419829163_R01C01
13039_03@1008471770,4419829163_R02C01
13039_01@1008471769,4409938712_R02C02
13040_02@1008472006,4281452722_R02C01
13040_03@1008471749,4281452722_R01C02
13040_01@1008471750,4281452722_R01C01
13041_02@1008472005,4281452883_R01C01
13041_03@1008471746,4281452883_R02C01
13041_01@1008471745,4281452722_R02C02
13044_02@1008471823,4419829163_R02C02
13044_03@1008471824,4409938786_R01C01
13044_01@1008471825,4419829163_R01C02
13046_02@1008471816,4409938786_R01C02
13046_03@1008471815,4409938786_R02C02
13046_01@1008471814,4409938786_R02C01
13047_02@1008471799,4419829263_R02C01
13047_03@1008471800,4419829263_R01C02
13047_01@1008471801,4419829263_R01C01
13049_02@1008471751,4281452673_R02C01
13049_03@1008471752,4281452673_R01C02
13049_01@1008471753,4281452673_R01C01
13050_02@1008472968,4432265622_R01C02
13050_03@1008472967,4432265393_R01C02
13050_01@1008472966,4432265164_R01C02
13052_02@1008472899,4432265158_R01C01
13052_03@1008472898,4432273536_R01C01
13052_01@1008471191,4432265142_R01C01
13054_02@1008472923,4432265158_R01C02
13054_03@1008472922,4432273536_R01C02
13054_01@1008472921,4432265142_R01C02
13055_02@1008472947,4432273627_R01C01
13055_03@1008472946,4432265872_R01C01
13055_01@1008472945,4432265046_R01C01
13056_02@1008472948,4432273627_R02C01
13056_03@1008472949,4432265872_R02C01
13056_01@1008472950,4432265046_R02C01
13058_02@1008472972,4432273627_R02C02
13058_03@1008472973,4432265872_R02C02
13058_01@1008472974,4432265046_R02C02
13059_02@1008472925,4432273536_R02C02
13059_03@1008472944,4432265622_R01C01
13059_01@1008472943,4432265393_R01C01
13060_02@1008471834,4432265384_R01C01
13060_03@1008471935,4432265414_R01C01
13060_01@1008471936,4494482058_R02C01
13062_02@1008471877,4432265384_R02C02
13062_03@1008471878,4494423040_R01C01
13062_01@1008471879,4494482058_R02C02
13069_02@1008471837,4432265888_R01C01
13069_03@1008471836,4432265197_R01C01
13069_01@1008471835,4432273624_R01C01
13070_02@1008471850,4432265888_R02C01
13070_03@1008471851,4494423040_R02C01
13070_01@1008471852,4432273624_R02C01
13072_02@1008471885,4432265664_R01C01
13072_03@1008471884,4432265537_R01C01
13072_01@1008471883,4432273891_R01C01
13073_02@1008471898,4432265664_R02C01
13073_03@1008471899,4432265537_R02C01
13073_01@1008471900,4432273891_R02C01
13076_02@1008469165,4432273295_R02C01
13076_03@1008469166,4432273613_R02C01
13076_01@1008469167,4432265391_R02C01
13077_02@1008471840,4432265502_R01C01
13077_03@1008471839,4432265064_R01C01
13077_01@1008471838,4432273477_R01C01
13080_02@1008471847,4432265502_R02C01
13080_03@1008471174,4506252076_R01C01
13080_01@1008471849,4432273477_R02C01
13085_02@1008471744,4263772285_R01C01
13085_03@1008469162,4263772527_R01C01
13085_01@1008471742,4267212114_R01C01
13086_02@1008471826,4409938888_R02C01
13086_03@1008471827,4409938888_R01C02
13086_01@1008471828,4409938888_R01C01
13089_02@1008471811,4409946133_R01C01
13089_03@1008471802,4409946133_R02C01
13089_01@1008471803,4409946432_R02C02
13090_02@1008471740,4263772487_R01C02
13090_03@1008471739,4270198331_R02C02
13090_01@1008471829,4409946133_R01C02
13091_02@1008471830,4409946602_R01C01
13091_03@1008472019,4409946602_R02C01
